isbn,category,title,description,image_path,edition,publisher,publication_year,author,stock,cost
2648655976405,Espionage,The Cairo Affair,"Sophie Kohl is living her worst nightmare. Minutes after she confesses to her husband, a mid-level diplomat at the American embassy in Hungary, that she had an affair while they were in Cairo, he is shot in the head and killed.Stan Bertolli, a Cairo-based CIA agent, has fielded his share of midnight calls. But his heart skips a beat when he hears the voice of the only woman he ever truly loved, calling to ask why her husband has been assassinated.Omar Halawi has worked in Egyptian intelligence for years, and he knows how to play the game. Foreign agents pass him occasional information, he returns the favor, and everyone's happy. But the murder of a diplomat in Hungary has ripples all the way to Cairo, and Omar must follow the fall-out wherever it leads.American analyst Jibril Aziz knows more about Stumbler, a covert operation rejected by the CIA, than anyone. So when it appears someone else has obtained a copy of the blueprints, Jibril alone knows the danger it represents.As these players converge in Cairo in The Cairo Affair, Olen Steinhauer's masterful manipulations slowly unveil a portrait of a marriage, a jigsaw puzzle of loyalty and betrayal, against a dangerous world of political games where allegiances are never clear and outcomes are never guaranteed.",cover_images/160.jpg,2,Macmillan Audio,2014,Olen Steinhauer,46,13.49
6071143552847,Espionage,Red Sparrow,"Soon to be a major motion picture starring Jennifer Lawrence and Joel Edgerton! The start of a major career! A gripping, highly commercial espionage thriller written with the delicious insider detail and up-to-the-minute insight, only known to a veteran CIA spook.In today’s Russia, dominated by Prime Minister Vladimir Putin, state intelligence officer Dominika Egorova struggles to survive in the cast-iron bureaucracy of post-Soviet intelligence. Drafted against her will to become a “Sparrow,” a trained seductress in the service, Dominika is assigned to operate against Nathaniel Nash, a first-tour CIA officer who handles the CIA’s most sensitive penetration of Russian intelligence. The two young intelligence officers, trained in their respective spy schools, collide in a charged atmosphere of tradecraft, deception, and inevitably, a forbidden spiral of carnal attraction that threatens their careers and the security of America’s valuable mole in Moscow. Seeking revenge against her soulless masters, Dominika begins a fatal double life, recruited by the CIA to ferret out a high-level traitor in Washington; hunt down a Russian illegal buried deep in the U.S. military and, against all odds, to return to Moscow as the new-generation penetration of Putin’s intelligence service. Dominika and Nathaniel’s impossible love affair and twisted spy game come to a deadly conclusion in the shocking climax of this electrifying, up-to-the minute spy thriller.",cover_images/161.jpg,1,Simon & Schuster Audio,2013,Jason Matthews,22,14.97
1496362117349,Espionage,Chemist,"In this gripping page-turner, an ex-agent on the run from her former  employers must take one more case to clear her name and save her life.              She used to work for the U.S. government, but very few people ever knew that. An expert in her field, she was one of the darkest secrets of an agency so clandestine it doesn't even have a name. And when they decided she was a liability, they came for her without warning. Now she rarely stays in the same place or uses the same name for long. They've killed the only other person she trusted, but something she knows still poses a threat. They want her dead, and soon. When her former handler offers her a way out, she realizes it's her only chance to erase the giant target on her back. But it means taking one last job for her ex-employers. To her horror, the information she acquires only makes her situation more dangerous. Resolving to meet the threat head-on, she prepares for the toughest fight of her life but finds herself falling for a man who can only complicate her likelihood of survival. As she sees her choices being rapidly whittled down, she must apply her unique talents in ways she never dreamed of. In this tautly plotted novel, Meyer creates a fierce and fascinating new heroine with a very specialized skill set. And she shows once again why she's one of the world's bestselling authors.",cover_images/162.jpg,1,Hachette Audio,2016,Stephenie Meyer,25,13.49
1187766683840,Espionage,House of Spies,"#1 NYT Bestseller#1 USA Bestseller#1 WSJ BestsellerFrom the #1 New York Times bestselling author of The Black Widow comes the thrilling new summer blockbuster featuring legendary spy, assassin and art restorer Gabriel Allon.A heart-stopping tale of suspense, Daniel Silva’s runaway bestseller, The Black Widow, was one of 2016’s biggest novels. Now, in House of Spies, Gabriel Allon is back and out for revenge – determined to hunt down the world’s most dangerous terrorist, a shadowy ISIS mastermind known only as Saladin.Four months after the deadliest attack on the American homeland since 9/11, terrorists leave a trail of carnage through London’s glittering West End. The attack is a brilliant feat of planning and secrecy, but with one loose thread.The thread leads Gabriel Allon and his team of operatives to the south of France and to the gilded doorstep of Jean-Luc Martel and Olivia Watson. A beautiful former British fashion model, Olivia pretends not to know that the true source of Martel’s enormous wealth is drugs. And Martel, likewise, turns a blind eye to the fact he is doing business with a man whose objective is the very destruction of the West. Together, under Gabriel’s skilled hand, they will become an unlikely pair of heroes in the global war on terror.Written in seductive and elegant prose, the story moves swiftly from the glamour of Saint-Tropez to the grit of Casablanca and, finally, to an electrifying climax that will leave readers breathless long after they turn the final page.  But House of Spies is more than just riveting entertainment; it is a dazzling tale of avarice and redemption, set against the backdrop of the great conflict of our times. And it proves once again why Daniel Silva is “quite simply the best” (Kansas City Star).",cover_images/163.jpg,3,Harper Audio,2017,Daniel Silva,15,13.99
1519019337974,Espionage,The Survivor,"Top secret data has been stolen from the CIA, and the only man who knows its hiding place is dead. CIA operative Mitch Rapp must race to find the classified information in this blistering novel that picks up where The Last Man left off in Vince Flynn’s New York Times bestselling series.Joseph “Rick” Rickman, former boy wonder at the CIA, stole a massive amount of top secret and hugely compromising intel concerning classified operations all over the world, offering it (and himself) to the Pakistani secret forces. Only his plans went awry when CIA director Irene Kennedy sent Mitch Rapp to hunt him down. It turns out that killing Rickman didn’t solve anything—in fact, the nightmare is only intensifying. Rickman stored the potentially devastating data (CIA assets, operatives, agents) somewhere only he knew, and somehow, from beyond the grave, he still poses a mortal threat to America. Now it’s a deadly race as both the Pakistanis and the Americans search for Rickman’s accomplices and the information they are slowly leaking to the world. Will Rapp outrun and outthink his enemies, or will the Pakistanis find it first and hold America hostage to their dream of becoming the world’s new nuclear superpower?",cover_images/164.jpg,1,Simon & Schuster Audio,2015,Vince Flynn,42,11.99
9663840879139,Espionage,Without Remorse,"His work for the CIA is brilliant, cold-blooded and efficient, but who is he? In a harrowing tour de force, phenomenally bestselling author Tom Clancy shows how an ordinary man named John Kelly crossed the lines of justice and morality to become the CIA legend known as Mr. Clark. It is an unforgettable journey into the heart of darkness, without mercy--without remorse.",cover_images/165.jpg,2,Random House Audio,2010,Tom Clancy,22,11.25
5677949584931,Espionage,The Other Woman,"From Daniel Silva, the #1 New York Times–bestselling author, comes a modern masterpiece of espionage, love, and betrayal.She was his best-kept secret … In an isolated village in the mountains of Andalusia, a mysterious Frenchwoman begins work on a dangerous memoir. It is the story of a man she once loved in the Beirut of old, and a child taken from her in treason’s name. The woman is the keeper of the Kremlin’s most closely guarded secret. Long ago, the KGB inserted a mole into the heart of the West—a mole who stands on the doorstep of ultimate power.Only one man can unravel the conspiracy: Gabriel Allon, the legendary art restorer and assassin who serves as the chief of Israel’s vaunted secret intelligence service. Gabriel has battled the dark forces of the new Russia before, at great personal cost. Now he and the Russians will engage in a final epic showdown, with the fate of the postwar global order hanging in the balance. Gabriel is lured into the hunt for the traitor after his most important asset inside Russian intelligence is brutally assassinated while trying to defect in Vienna. His quest for the truth will lead him backward in time, to the twentieth century’s greatest act of treason, and, finally, to a spellbinding climax along the banks of the Potomac River outside Washington that will leave readers breathless.Fast as a bullet, hauntingly beautiful, and filled with stunning double-crosses and twists of plot, The Other Woman is a tour de force that proves once again that “of all those writing spy novels today, Daniel Silva is quite simply the best” (Kansas City Star).",cover_images/166.jpg,3,Harper Audio,2018,Daniel Silva,49,13.49
2370597538435,Espionage,Total Power,"“Mills’s suspenseful, strikingly original sixth Mitch Rapp novel…is as riveting as anything penned by Mitch’s creator, Vince Flynn (1966–2013). Mills has really hit his stride with this franchise entry.” —Publishers Weekly (starred review) “One of the best thriller writers on the planet.” —The Real Book Spy  In the next thriller in the #1 New York Times bestselling Mitch Rapp series, it’s a race against the clock when ISIS takes out the entire US power grid and throws the country into chaos.When Mitch Rapp captures ISIS’s top technology expert, he reveals that he was on his way to meet a man who claims to have the ability to bring down America’s power grid. Rapp is determined to eliminate this shadowy figure, but the CIA’s trap fails.  The Agency is still trying to determine what went wrong when ISIS operatives help this cyber terrorist do what he said he could—plunge the country into darkness. With no concept of how this unprecedented act was accomplished, the task of getting the power back on could take months. Perhaps even years.  Rapp and his team embark on a desperate search for the only people who know how to repair the damage—the ones responsible. But his operating environment is like nothing he’s experienced before. Computers and communication networks are down, fuel can no longer be pumped from gas stations, water and sanitation systems are on the brink of collapse, and the supply of food is running out.  Can Rapp get the lights back on before America descends irretrievably into chaos?  This compulsive thriller proves once again that the Mitch Rapp series is “the best of the best when it comes to the world of special ops” (Booklist, starred review).",cover_images/167.jpg,3,Simon & Schuster Audio,2020,Vince Flynn,42,12.49
7817852391809,Espionage,The Order A Novel,"From Daniel Silva, the internationally acclaimed #1 New York Times–bestselling author, comes a riveting new thriller featuring art restorer and legendary spy Gabriel Allon.It was nearly one a.m. by the time he crawled into bed. Chiara was reading a novel, oblivious to the television, which was muted. On the screen was a live shot of St. Peter’s Basilica. Gabriel raised the volume and learned that an old friend had died …Gabriel Allon has slipped quietly into Venice for a much-needed holiday with his wife and two young children. But when Pope Paul VII dies suddenly, Gabriel is summoned to Rome by the Holy Father’s loyal private secretary, Archbishop Luigi Donati. A billion Catholic faithful have been told that the pope died of a heart attack. Donati, however, has two good reasons to suspect his master was murdered. The Swiss Guard who was standing watch outside the papal apartments the night of the pope’s death is missing. So, too, is the letter the Holy Father was writing during the final hours of his life. A letter that was addressed to Gabriel.While researching in the Vatican Secret Archives, I came upon a most remarkable book …The book is a long-suppressed gospel that calls into question the accuracy of the New Testament’s depiction of one of the most portentous events in human history. For that reason alone, the Order of St. Helena will stop at nothing to keep it out of Gabriel’s hands. A shadowy Catholic society with ties to the European far right, the Order is plotting to seize control of the papacy. And it is only the beginning.As the cardinals gather in Rome for the start of the conclave, Gabriel sets out on a desperate search for proof of the Order’s conspiracy, and for a long-lost gospel with the power to put an end to two thousand years of murderous hatred. His quest will take him from the Ponte Vecchio in Florence, to a monastery in Assisi, to the hidden depths of the Secret Archives, and finally to the Sistine Chapel, where he will witness an event no outsider has ever before seen—the sacred passing of the Keys of St. Peter to a newly elected pope.Swiftly paced and elegantly rendered, The Order will hold readers spellbound, from its opening passages to its breathtaking final twist of plot. It is a novel of friendship and faith in a perilous and uncertain world. And it is still more proof that Daniel Silva is his generation’s finest writer of suspense and international intrigue.",cover_images/168.jpg,1,Harper Audio,2020,Daniel Silva,38,13.49
1702538885951,Espionage,Red Cell,"From the Tom Clancy of a new generation, a debut thriller following two CIA outcasts who must race to stop a secret Chinese weapon that threatens to provoke a world war.After her first assignment in Venezuela goes disastrously awry, rookie case officer Kyra Stryker is brought back to Langley to work in the Red Cell, the CIA’s out-of-the-box think tank. There she’s paired with Jonathan Burke, a straight-laced analyst who’s alienated his colleagues with his unorthodox methods and a knack for always being right, political consequences be damned.When a raid on Chinese spies in Taiwan ends in a shootout, CIA Director Kathy Cooke turns to the Red Cell to figure out why China is ready to invade the island nation without any fear of reprisal from the U.S. Navy. Stryker and Burke’s only lead is the top CIA asset in China, codenamed Pioneer. But when Pioneer reports that Chinese security has him under surveillance, Stryker is offered a chance for redemption by extracting him before he’s arrested and executed. The answers he holds could mean the difference between peace in the Pacific or an escalating global conflict.From CIA headquarters to the White House to a Navy carrier in the South China Sea, Red Cell takes readers on a whirlwind race against time as Stryker and Burke work to save Pioneer and discover the hidden threat to America’s power: China’s top secret weapon. CIA analyst and Brigham Young University graduate Mark Henshaw infuses expert knowledge of the intelligence world into his novel to create a fascinating and pulse-pounding read.",cover_images/169.jpg,2,Simon & Schuster Audio,2012,Mark Henshaw,15,11.97
3379314200866,Espionage,The New Girl A Novel,"From #1 New York Times bestselling author Daniel Silva comes a stunning new thriller of vengeance, deception, and betrayal.At an exclusive private school in Switzerland, mystery surrounds the identity of the beautiful girl who arrives each morning and leaves each afternoon in a heavily protected motorcade fit for a head of state. She is said to be the daughter of a wealthy international businessman. She is not. And when she is brutally kidnapped across the border in the Haute-Savoie region of France, Gabriel Allon, the legendary chief of Israeli intelligence, is thrust into a deadly secret war with an old enemy that will determine the future of the Middle East—and perhaps the world . . .",cover_images/170.jpg,2,Harper Audio,2019,Daniel Silva,7,13.49
7435669124588,Espionage,The Sum of All Fears,"Against all odds we have made it into the last half of the 1990s. The Cold War looks solved, Arabs and Jews are talking, confrontation is on the wane. In this new harmony, one discord -- what becomes of unemployed terrorists?You can bet they aren't going to retire quietly. Shunned by the Soviets, isolated by Middle Eastern realignment, one cadre hits on a scheme to jump-start the war machine. It's brilliant in its simplicity. With a single act they bring the world to nuclear boil. Jack Ryan and Dan Murray sweat to defuse a cataclysmic response.From the Compact Disc edition.",cover_images/171.jpg,3,Random House Audio,2011,Tom Clancy,40,11.25
7554037211062,Espionage,The Scarlatti Inheritance,"Her weapons: money and power. Her target: the most dangerous man in the world—her own son. Elizabeth Wyckham Scarlatti has a plan, a desperate, last-minute gamble designed to save the world from her son, Ulster, an incalculably cruel man who is working for the Third Reich under the name of Heinrich Kroeger. If Elizabeth cannot stop him, Ulster will give Hitler the most powerful instrument on earth.   Praise for Robert Ludlum and The Scarlatti Inheritance   “[Robert Ludlum] has that sense of drama and pace that only the best storytellers have.”—San Francisco Chronicle   “Gripping . . . Ludlum writes with imagination and convincing authority.”—Baltimore Sun   “Great, astonishing, the most spellbinding suspense in years!”—Minneapolis Star Tribune   “Drive and excitement from first page to last.”—Mario Puzo, author of The GodfatherFrom the Paperback edition.",cover_images/172.jpg,3,Random House Audio,2012,Robert Ludlum,42,12.00
9907038526670,Espionage,The Lost Order,"""Narrator Scott Brick's smooth voice flows with the twists and turns of Berry's political thriller...Secrets unravel, and tensions rise as Brick shifts vocal focus from the historical secret society to contemporary conspirators who include corrupt politicians and judges."" — AudioFile MagazineIn this audiobook, Steve Berry and Macmillan Audio have teamed up again to bring listeners an expanded, annotated Writer's Cut audiobook edition of The Lost Order.This Writer's Cut edition is read by critically-acclaimed and award-winning narrator Scott Brick and features fascinating behind-the-scenes commentary read by the author, Steve Berry. The Knights of the Golden Circle was the largest and most dangerous clandestine organization in American history. It amassed billions in stolen gold and silver, all buried in hidden caches across the United States. Since 1865 treasure hunters have searched, but little of that immense wealth has ever been found.Now, one hundred and sixty years later, two factions of what remains of the Knights of the Golden Circle want that lost treasure—one to spend it for their own ends, the other to preserve it. Thrust into this battle is former Justice Department agent Cotton Malone, whose connection to the knights is far deeper than he ever imagined. At the center is the Smithsonian Institution—linked to the knights, its treasure, and Malone himself through an ancestor, a Confederate spy named Angus “Cotton” Adams, whose story holds the key to everything. Complicating matters are the political ambitions of a reckless Speaker of the House and the bitter widow of a United States Senator, who together are planning radical changes to the country. And while Malone and Cassiopeia Vitt face the past, ex-president Danny Daniels and Stephanie Nelle confront a new and unexpected challenge, a threat that may cost one of them their life. From the backrooms of the Smithsonian to the deepest woods in rural Arkansas, and finally up into the rugged mountains of northern New Mexico, The Lost Order by Steve Berry is a perilous adventure into our country’s dark past, and a potentially even darker future.“[Scott] Brick sets a page-turning pace by intensifying the drama and the danger and underlining the nail-biting suspense in this thriller filled with conspiracies and intriguing historical information. Listeners should prepare to sit back and enjoy Brick’s riveting and immensely entertainingperformance.”--Booklist on The 14th Colony",cover_images/173.jpg,2,Macmillan Audio,2017,Steve Berry,26,16.49
2742291665110,Espionage,Conviction,"When the body of nine-year old Thuy Sen is found in the San Francisco Bay, the police quickly charge Rennell and Payton Price with her grisly murder. A twelve-person jury, abetted by an incompetent defense lawyer, is nearly as quick to find the brothers guilty, and to sentence them both to die for their crimes.Fifteen years later, overworked pro bono laywer Teresa Peralta Paget, her husband Chris, and stepson Carlo, a recent Harvard law graduate, become convinced not only that Rennell didn't receive a fair trial but that he may well be innocent. Racing against the clock and facing enormous legal obstacles, Teresa, Chris, and Carlo desperately try to stay Rennell's execution, taking the case all the way to the Supreme Court, and to an enormously moving and powerful conclusion.From the Hardcover edition.",cover_images/174.jpg,2,Random House Audio,2005,Richard North Patterson,13,11.47
4614287678460,Literary,The Girl on the Train,"Rachel takes the same commuter train every morning and night. Every day she rattles down the track, flashes past a stretch of cozy suburban homes, and stops at the signal that allows her to daily watch the same couple breakfasting on their deck. Shes even started to feel like she knows them. Jess and Jason, she calls them. Their lifeas she sees itis perfect. Not unlike the life she recently lost.And then she sees something shocking. Its only a minute until the train moves on, but its enough. Now everythings changed. Unable to keep it to herself, Rachel goes to the police. But is she really as unreliable as they say? Soon she is deeply entangled not only in the investigation but in the lives of everyone involved. Has she done more harm than good?",cover_images/175.jpg,3,Penguin Audio,2015,Paula Hawkins,41,10.00
3749884378410,Literary,Where the Crawdads Sing,"For years, rumors of the ""Marsh Girl"" have haunted Barkley Cove, a quiet town on the North Carolina coast. So in late 1969, when handsome Chase Andrews is found dead, the locals immediately suspect Kya Clark, the so-called Marsh Girl. But Kya is not what they say. Sensitive and intelligent, she has survived for years alone in the marsh that she calls home, finding friends in the gulls and lessons in the sand. Then the time comes when she yearns to be touched and loved. When two young men from town become intrigued by her wild beauty, Kya opens herself to a new life--until the unthinkable happens.Perfect for fans of Barbara Kingsolver and Karen Russell, Where the Crawdads Sing is at once an exquisite ode to the natural world, a heartbreaking coming-of-age story, and a surprising tale of possible murder. Owens reminds us that we are forever shaped by the children we once were, and that we are all subject to the beautiful and violent secrets that nature keeps.",cover_images/176.jpg,1,Penguin Audio,2018,Delia Owens,37,11.25
1545313064178,Literary,All the Light We Cannot See,"WINNER OF THE PULITZER PRIZE From the highly acclaimed, multiple award-winning Anthony Doerr, the beautiful, stunningly ambitious instant New York Times bestseller about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II.Marie-Laure lives with her father in Paris near the Museum of Natural History, where he works as the master of its thousands of locks. When she is six, Marie-Laure goes blind and her father builds a perfect miniature of their neighborhood so she can memorize it by touch and navigate her way home. When she is twelve, the Nazis occupy Paris and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laure’s reclusive great-uncle lives in a tall house by the sea. With them they carry what might be the museum’s most valuable and dangerous jewel.  In a mining town in Germany, the orphan Werner grows up with his younger sister, enchanted by a crude radio they find. Werner becomes an expert at building and fixing these crucial new instruments, a talent that wins him a place at a brutal academy for Hitler Youth, then a special assignment to track the resistance. More and more aware of the human cost of his intelligence, Werner travels through the heart of the war and, finally, into Saint-Malo, where his story and Marie-Laure’s converge.  Doerr’s “stunning sense of physical detail and gorgeous metaphors” (San Francisco Chronicle) are dazzling. Deftly interweaving the lives of Marie-Laure and Werner, he illuminates the ways, against all odds, people try to be good to one another. Ten years in the writing, a National Book Award finalist, All the Light We Cannot See is a magnificent, deeply moving novel from a writer “whose sentences never fail to thrill” (Los Angeles Times).",cover_images/177.jpg,2,Simon & Schuster Audio,2014,Anthony Doerr,39,11.99
2416055276668,Literary,The Alchemist,"The Alchemist by Paulo Coelho continues to change the lives of its readers forever. With more than two million copies sold around the world, The Alchemist has established itself as a modern classic, universally admired.Paulo Coelho’s masterpiece tells the magical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure as extravagant as any ever found.The story of the treasures Santiago finds along the way teaches us, as only a few stories can, about the essential wisdom of listening to our hearts, learning to read the omens strewn along life’s path, and, above all, following our dreams.",cover_images/178.jpg,2,Harper Audio,2005,Paulo Coelho,18,10.49
8708783808792,Literary,A Spool of Blue Thread,"Short-listed for the Man Booker Prize “It was a beautiful, breezy, yellow-and-green afternoon. . .” This is how Abby Whitshank always begins the story of how she fell in love with Red that day in July 1959. The Whitshanks are one of those families that radiate togetherness: an indefinable, enviable kind of specialness. But they are also like all families, in that the stories they tell themselves reveal only part of the picture. Abby and Red and their four grown children have accumulated not only tender moments, laughter, and celebrations, but also jealousies, disappointments, and carefully guarded secrets. From Red’s father and mother, newly arrived in Baltimore in the 1920s, to Abby and Red’s grandchildren carrying the family legacy boisterously into the twenty-first century, here are four generations of Whitshanks, their lives unfolding in and around the sprawling, lovingly worn Baltimore house that has always been their anchor.Brimming with all the insight, humor, and generosity of spirit that are the hallmarks of Anne Tyler’s work, A Spool of Blue Thread tells a poignant yet unsentimental story in praise of family in all its emotional complexity. It is a novel to cherish.",cover_images/179.jpg,2,Random House Audio,2015,Anne Tyler,13,11.25
9696100378802,Literary,The Buried Giant,"From the winner of the Nobel Prize in Literature and author of the Booker Prize–winning novel The Remains of the Day comes a luminous meditation on the act of forgetting and the power of memory.   In post-Arthurian Britain, the wars that once raged between the Saxons and the Britons have finally ceased. Axl and Beatrice, an elderly British couple, set off to visit their son, whom they haven't seen in years. And, because a strange mist has caused mass amnesia throughout the land, they can scarcely remember anything about him. As they are joined on their journey by a Saxon warrior, his orphan charge, and an illustrious knight, Axl and Beatrice slowly begin to remember the dark and troubled past they all share. By turns savage, suspenseful, and intensely moving, The Buried Giant is a luminous meditation on the act of forgetting and the power of memory.",cover_images/180.jpg,2,Random House Audio,2015,Kazuo Ishiguro,12,10.00
1753965349810,Literary,Funny Girl,"A brilliant novel from the bestselling author of High Fidelity, About a Boy, and A Long Way Down.Set in 1960's London, Funny Girl is a lively account of the adventures of the intrepid young Sophie Straw as she navigates her transformation from provincial ingénue to television starlet amid a constellation of delightful characters. Insightful and humorous, Nick Hornby's latest does what he does best: endears us to a cast of characters who are funny if flawed, and forces us to examine ourselves in the process.",cover_images/181.jpg,2,Penguin Audio,2015,Nick Hornby,15,10.00
2416339715071,Literary,The Goldfinch,"WINNER OF THE PULITZER PRIZE""The Goldfinch is a rarity that comes along perhaps half a dozen times per decade, a smartly written literary novel that connects with the heart as well as the mind....Donna Tartt has delivered an extraordinary work of fiction.""--Stephen King, The New York Times Book ReviewTheo Decker, a 13-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his longing for his mother, he clings to the one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art.As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love--and at the center of a narrowing, ever more dangerous circle.The Goldfinch is a mesmerizing, stay-up-all-night and tell-all-your-friends triumph, an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate.",cover_images/182.jpg,2,Hachette Audio,2013,Donna Tartt,19,14.99
5438600759039,Literary,We Are Not Ourselves,"Destined to be a classic, this “powerfully moving” (Chad Harbach, The Art of Fielding), multigenerational debut novel of an Irish-American family is nothing short of a “masterwork.” (Joshua Ferris, Then We Came to the End).Born in 1941, Eileen Tumulty is raised by her Irish immigrant parents in Woodside, Queens, in an apartment where the mood swings between heartbreak and hilarity, depending on whether guests are over and how much alcohol has been consumed. When Eileen meets Ed Leary, a scientist whose bearing is nothing like those of the men she grew up with, she thinks she’s found the perfect partner to deliver her to the cosmopolitan world she longs to inhabit. They marry, and Eileen quickly discovers Ed doesn’t aspire to the same, ever bigger, stakes in the American Dream. Eileen encourages her husband to want more: a better job, better friends, a better house, but as years pass it becomes clear that his growing reluctance is part of a deeper psychological shift. An inescapable darkness enters their lives, and Eileen and Ed and their son Connell try desperately to hold together a semblance of the reality they have known, and to preserve, against long odds, an idea they have cherished of the future. Through the Learys, novelist Matthew Thomas charts the story of the American Century, particularly the promise of domestic bliss and economic prosperity that captured hearts and minds after WWII. The result is a riveting and affecting work of art; one that reminds us that life is more than a tally of victories and defeats, that we live to love and be loved, and that we should tell each other so before the moment slips away.  Epic in scope, heroic in character, masterful in prose, We Are Not Ourselves heralds the arrival of a major new talent in contemporary fiction.",cover_images/183.jpg,1,Simon & Schuster Audio,2014,Matthew Thomas,32,14.99
8095230197553,Literary,Adultery,"I want to change. I need to change. I'm gradually losing touch with myself.Adultery, the provocative new novel by Paulo Coelho, best-selling author of The Alchemist and Eleven Minutes, explores the question of what it means to live life fully and happily, finding the balance between life's routine and the desire for something new.From the Hardcover edition.",cover_images/184.jpg,1,Random House Audio,2014,Paulo Coelho,31,8.75
6822740455877,Literary,Little Fires Everywhere,"A Reese Witherspoon Book Club PickThe runaway New York Times bestseller!Named a Best Book of the Year by: People, The Washington Post, Bustle, Esquire, Southern Living, The Daily Beast, GQ, Entertainment Weekly, NPR, Amazon, Barnes & Noble, iBooks, Audible, Goodreads, Library Reads, Book of the Month, Paste, Kirkus Reviews, St. Louis Post-Dispatch, and many more!   ""I read Little Fires Everywhere in a single, breathless sitting."" –Jodi Picoult“To say I love this book is an understatement. It’s a deep psychological mystery about the power of motherhood, the intensity of teenage love, and the danger of perfection. It moved me to tears.” - Reese Witherspoon“I am loving Little Fires Everywhere. Maybe my favorite novel I've read this year.”—John Green""Witty, wise, and tender. It's a marvel."" – Paula HawkinsFrom the bestselling author of Everything I Never Told You, a riveting novel that traces the intertwined fates of the picture-perfect Richardson family and the enigmatic mother and daughter who upend their lives. In Shaker Heights, a placid, progressive suburb of Cleveland, everything is planned – from the layout of the winding roads, to the colors of the houses, to the successful lives its residents will go on to lead. And no one embodies this spirit more than Elena Richardson, whose guiding principle is playing by the rules. Enter Mia Warren – an enigmatic artist and single mother – who arrives in this idyllic bubble with her teenaged daughter Pearl, and rents a house from the Richardsons. Soon Mia and Pearl become more than tenants: all four Richardson children are drawn to the mother-daughter pair. But Mia carries with her a mysterious past and a disregard for the status quo that threatens to upend this carefully ordered community.When old family friends of the Richardsons attempt to adopt a Chinese-American baby, a custody battle erupts that dramatically divides the town--and puts Mia and Elena on opposing sides.  Suspicious of Mia and her motives, Elena is determined to uncover the secrets in Mia's past. But her obsession will come at unexpected and devastating costs.  Little Fires Everywhere explores the weight of secrets, the nature of art and identity, and the ferocious pull of motherhood – and the danger of believing that following the rules can avert disaster.Perfect for book clubs! Visit celesteng.com for discussion guides and more.",cover_images/185.jpg,3,Penguin Audio,2017,Celeste Ng,43,10.00
3805959620847,Literary,To Kill a Mockingbird,"Voted America's Best-Loved Novel in PBS's The Great American ReadHarper Lee's Pulitzer Prize-winning masterwork of honor and injustice in the deep South—and the heroism of one man in the face of blind and violent hatredOne of the most cherished stories of all time, To Kill a Mockingbird has been translated into more than forty languages, sold more than forty million copies worldwide, served as the basis for an enormously popular motion picture, and was voted one of the best novels of the twentieth century by librarians across the country. A gripping, heart-wrenching, and wholly remarkable tale of coming-of-age in a South poisoned by virulent prejudice, it views a world of great beauty and savage inequities through the eyes of a young girl, as her father—a crusading local lawyer—risks everything to defend a black man unjustly accused of a terrible crime.",cover_images/186.jpg,2,Harper Audio,2014,Harper Lee,15,13.49
5064479771838,Literary,Between Sisters,"Meghann Dontess is a woman haunted by heartbreak. Twenty-seven years ago she was forced to make a terrible choice, one that cost her everything, including the love of her sister, Claire. Now, Meghann is a hotshot divorce attorney who doesn’t believe in intimacy—until she meets the one man who can change her mind.Claire Cavenaugh has fallen in love for the first time in her life. As her wedding day approaches, she prepares to face her harsh, judgmental older sister. It is the first time they have been together in more than two decades. Over the course of a hot Pacific Northwest summer, these two women who believe they have nothing in common will try to become what they never were: a family.Tender, funny, bittersweet, and wonderfully moving, Between Sisters celebrates the joys and heartaches that can be shared only by sisters, the mistakes made in the name of love, and the healing power of new beginnings—all beautifully told by acclaimed author Kristin Hannah.",cover_images/187.jpg,3,Brilliance Audio,2004,Kristin Hannah,9,4.99
